,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
376,oakland,US,1601993604.0,42.67,-83.4,55.0,61.0,20.0,9.17
378,maningrida,AU,1601993605.0,-12.07,134.27,79.18,79.0,0.0,8.55
379,tonantins,BR,1601993605.0,-2.87,-67.8,88.09,60.0,93.0,2.73
380,varnamo,SE,1601993605.0,57.19,14.04,57.0,83.0,100.0,10.49
382,araouane,ML,1601993605.0,18.9,-3.53,99.79,18.0,61.0,16.15
383,poyarkovo,RU,1601993605.0,49.6,128.68,38.79,73.0,3.0,3.02
387,kurchum,KZ,1601993605.0,48.57,83.65,39.87,84.0,100.0,11.1
388,sancti spiritus,CU,1601993606.0,21.93,-79.44,82.27,80.0,23.0,13.09
390,qasigiannguit,GL,1601993606.0,68.82,-51.19,24.8,49.0,75.0,6.93
391,mandal,IN,1601993429.0,25.45,74.57,82.06,29.0,0.0,3.15
392,pendleton,US,1601993606.0,45.67,-118.79,59.0,54.0,1.0,11.41
393,voznesenye,RU,1601993606.0,61.01,35.48,54.12,82.0,100.0,7.52
394,hinton,CA,1601993606.0,53.4,-117.59,50.61,67.0,100.0,3.78
395,sao joao da barra,BR,1601993606.0,-21.64,-41.05,86.0,58.0,0.0,13.87
396,tiarei,PF,1601993607.0,-17.53,-149.33,75.2,78.0,40.0,3.36
397,namatanai,PG,1601993607.0,-3.67,152.43,79.93,76.0,72.0,5.75
398,opuwo,NA,1601993607.0,-18.06,13.84,96.37,9.0,0.0,18.59
399,bonnyville,CA,1601993377.0,54.27,-110.73,42.8,87.0,40.0,4.7
401,saint-francois,FR,1601993607.0,46.42,3.91,59.0,99.0,100.0,8.01
403,walvis bay,NA,1601993607.0,-22.96,14.51,68.0,52.0,6.0,12.75
404,cabo san lucas,MX,1601993607.0,22.89,-109.91,73.4,64.0,5.0,6.93
406,saint-doulchard,FR,1601993608.0,47.1,2.35,59.0,82.0,75.0,9.17
407,buala,SB,1601993608.0,-8.14,159.59,79.93,76.0,74.0,1.16
408,bouna,CI,1601993608.0,9.27,-3.0,91.45,48.0,84.0,3.91
409,kondinskoye,RU,1601993608.0,59.65,67.41,32.97,92.0,78.0,8.19
410,leningradskiy,RU,1601993608.0,69.38,178.42,22.51,86.0,0.0,6.17
411,miajadas,ES,1601993608.0,39.15,-5.91,77.0,54.0,20.0,4.0
412,rafaela,AR,1601993412.0,-31.25,-61.49,66.99,40.0,28.0,1.99
413,san rafael del sur,NI,1601993608.0,11.85,-86.44,78.8,94.0,40.0,6.93
414,mawlaik,MM,1601993608.0,23.63,94.42,77.2,93.0,100.0,1.95
415,denpasar,ID,1601993467.0,-8.65,115.22,78.8,83.0,20.0,9.17
417,lasa,IT,1601993609.0,46.62,10.7,61.0,52.0,40.0,6.93
418,swiecie,PL,1601993609.0,53.41,18.45,60.01,76.0,71.0,1.99
419,kloulklubed,PW,1601993609.0,7.04,134.26,77.0,94.0,75.0,3.36
420,kuandian,CN,1601993609.0,40.73,124.78,44.89,73.0,2.0,2.19
421,sakakah,SA,1601993609.0,29.97,40.21,93.2,9.0,0.0,1.41
422,bonavista,CA,1601993609.0,48.65,-53.11,51.01,66.0,0.0,1.99
423,yuanping,CN,1601993609.0,38.72,112.76,53.44,40.0,96.0,1.21
424,jiangyou,CN,1601993609.0,31.77,104.72,58.95,81.0,100.0,3.11
425,dickinson,US,1601993609.0,29.46,-95.05,71.01,89.0,0.0,1.01
426,honiara,SB,1601993610.0,-9.43,159.95,77.0,94.0,20.0,4.7
427,fereydun kenar,IR,1601993610.0,36.69,52.52,68.0,68.0,90.0,13.87
428,camana,PE,1601993404.0,-16.62,-72.71,65.84,65.0,5.0,10.67
429,klichka,RU,1601993528.0,50.45,118.0,30.29,87.0,0.0,1.48
430,isfana,KG,1601993610.0,39.84,69.53,51.8,53.0,75.0,13.42
431,ugoofaaru,MV,1601993610.0,5.67,73.0,82.45,73.0,1.0,11.95
432,sibolga,ID,1601993610.0,1.74,98.78,76.75,84.0,95.0,2.42
433,safaga,EG,1601993610.0,26.73,33.94,95.0,28.0,0.0,5.82
434,karratha,AU,1601993610.0,-20.74,116.85,61.41,48.0,0.0,10.89
435,coihaique,CL,1601993611.0,-45.58,-72.07,42.8,60.0,75.0,5.82
437,ilesha,NG,1601993611.0,7.14,5.26,85.3,60.0,92.0,6.13
438,rocha,UY,1601993611.0,-34.48,-54.33,61.12,66.0,92.0,9.19
439,cacapava do sul,BR,1601993611.0,-30.51,-53.49,61.66,67.0,0.0,4.65
440,male,MV,1601993611.0,4.17,73.51,84.2,79.0,75.0,9.17
441,aktas,KZ,1601993611.0,49.78,72.96,35.6,59.0,0.0,11.18
442,getulio vargas,UY,1601993611.0,-32.68,-53.55,61.66,68.0,66.0,7.05
443,moose factory,CA,1601993612.0,51.26,-80.61,51.8,93.0,90.0,16.11
445,manzanares,ES,1601993612.0,39.0,-3.37,78.01,38.0,0.0,3.36
446,fort nelson,CA,1601993612.0,58.81,-122.7,44.6,56.0,20.0,5.82
447,altay,CN,1601993612.0,47.87,88.12,45.82,56.0,100.0,5.21
448,chipinge,ZW,1601993612.0,-20.19,32.62,66.33,71.0,97.0,5.68
449,saint-leu,RE,1601993612.0,-21.15,55.28,73.4,73.0,90.0,3.36
450,filingue,NE,1601993612.0,14.35,3.32,103.55,16.0,0.0,2.51
451,tezu,IN,1601993613.0,27.92,96.17,74.14,78.0,75.0,3.06
452,turangi,NZ,1601993425.0,-39.0,175.93,54.0,81.0,86.0,1.01
453,sawtell,AU,1601993613.0,-30.38,153.1,62.6,82.0,3.0,1.12
454,grand bank,CA,1601993613.0,47.1,-55.77,53.01,71.0,20.0,4.7
455,idenao,CM,1601993613.0,4.25,9.0,78.8,94.0,75.0,3.36
456,bulawayo,ZW,1601993613.0,-20.15,28.58,77.25,51.0,9.0,17.29
457,katsuura,JP,1601993346.0,35.13,140.3,68.0,68.0,40.0,9.17
458,bagdarin,RU,1601993529.0,54.43,113.6,28.6,92.0,0.0,1.03
459,penzance,GB,1601993614.0,50.12,-5.54,57.2,82.0,40.0,26.4
460,north platte,US,1601993614.0,41.12,-100.77,37.4,93.0,1.0,10.11
462,okhotsk,RU,1601993614.0,59.38,143.3,38.57,66.0,0.0,14.76
463,aldan,RU,1601993528.0,58.6,125.39,31.42,94.0,5.0,5.01
464,cervo,ES,1601993614.0,43.67,-7.41,72.0,29.0,100.0,15.88
467,ust-nera,RU,1601993614.0,64.57,143.2,22.33,89.0,0.0,4.45
468,micheweni,TZ,1601993614.0,-4.97,39.83,81.1,67.0,0.0,8.61
470,luau,AO,1601993615.0,-10.71,22.22,91.58,23.0,87.0,4.65
471,visby,SE,1601993615.0,57.64,18.3,57.99,76.0,20.0,19.46
472,terrace,CA,1601993415.0,54.52,-128.6,46.4,93.0,75.0,4.7
473,roma,US,1601993405.0,43.21,-75.46,54.0,81.0,1.0,4.7
474,zyryanovsk,KZ,1601993615.0,49.74,84.27,34.25,89.0,99.0,4.36
475,san ignacio,BZ,1601993615.0,17.16,-89.07,79.0,83.0,40.0,9.17
476,igbo ora,NG,1601993615.0,7.43,3.28,83.32,75.0,100.0,5.23
477,nagato,JP,1601993616.0,34.38,131.2,68.0,56.0,20.0,21.92
478,sadove,UA,1601993616.0,46.25,30.18,69.8,83.0,20.0,17.9
479,villeneuve-sur-lot,FR,1601993616.0,44.5,0.67,66.2,88.0,90.0,13.87
480,cabadiangan,PH,1601993616.0,9.75,122.47,78.49,84.0,100.0,1.61
481,ayorou,NE,1601993616.0,14.73,0.92,105.44,15.0,0.0,6.15
482,solnechnyy,RU,1601993616.0,50.72,136.63,40.03,84.0,95.0,1.5
483,cairns,AU,1601993333.0,-16.92,145.77,73.4,73.0,90.0,8.05
484,mineros,BO,1601993616.0,-17.12,-63.23,82.4,39.0,40.0,10.29
485,tessalit,ML,1601993616.0,20.2,1.01,104.16,11.0,0.0,16.51
486,bibiani,GH,1601993616.0,6.46,-2.32,87.53,57.0,95.0,3.13
487,itoman,JP,1601993617.0,26.12,127.67,77.0,73.0,20.0,18.34
488,road town,VG,1601993617.0,18.42,-64.62,84.2,70.0,40.0,10.29
489,santa marta,CO,1601993617.0,11.24,-74.2,82.0,88.0,75.0,11.41
490,mandera,KE,1601993617.0,3.94,41.87,95.34,32.0,38.0,6.58
491,sivaki,RU,1601993527.0,52.63,126.75,33.15,88.0,0.0,4.41
492,puerto del rosario,ES,1601993617.0,28.5,-13.86,73.4,73.0,40.0,14.99
493,gongzhuling,CN,1601993617.0,43.5,124.82,43.9,60.0,0.0,2.66
494,urengoy,RU,1601993617.0,65.97,78.37,31.71,93.0,99.0,12.06
495,celestun,MX,1601993618.0,20.87,-90.4,80.58,86.0,100.0,24.92
497,pangnirtung,CA,1601993618.0,66.15,-65.71,35.6,55.0,90.0,21.92
499,ordzhonikidze,KZ,1601993618.0,52.44,61.74,47.03,53.0,82.0,10.83
500,iquitos,PE,1601993618.0,-3.75,-73.25,75.2,94.0,75.0,2.24
501,bethanien,NA,1601993618.0,-26.5,17.16,84.92,14.0,0.0,7.14
502,iskateley,RU,1601993618.0,67.68,53.15,35.28,84.0,0.0,5.77
503,caxito,AO,1601993619.0,-8.58,13.66,80.6,74.0,40.0,10.29
504,peniche,PT,1601993619.0,39.36,-9.38,80.01,73.0,25.0,8.99
505,las cruces,US,1601993553.0,32.31,-106.78,64.0,29.0,1.0,1.48
506,komsomolskiy,UZ,1601993619.0,40.43,71.72,55.4,58.0,100.0,2.24
507,talaya,RU,1601993619.0,61.38,152.75,25.56,81.0,0.0,5.01
509,bavly,RU,1601993619.0,54.39,53.26,49.73,52.0,100.0,15.46
510,chililabombwe,ZM,1601993619.0,-12.36,27.82,92.66,15.0,75.0,7.16
511,severodvinsk,RU,1601993619.0,64.56,39.83,44.6,93.0,90.0,2.24
512,havre-saint-pierre,CA,1601993620.0,50.23,-63.6,50.0,93.0,90.0,3.36
514,warwick,US,1601993620.0,41.7,-71.42,62.01,87.0,5.0,6.04
515,atambua,ID,1601993620.0,-9.11,124.89,75.09,83.0,30.0,1.92
516,dobroye,RU,1601993620.0,52.87,39.81,66.2,25.0,60.0,11.18
517,northam,GB,1601993620.0,51.03,-4.22,60.01,85.0,86.0,15.01
519,west bay,KY,1601993620.0,19.37,-81.42,84.0,88.0,40.0,11.41
520,vanavara,RU,1601993620.0,60.34,102.28,33.06,95.0,100.0,5.1
521,kurumkan,RU,1601993620.0,54.3,110.3,34.81,83.0,39.0,1.97
522,tabou,CI,1601993621.0,4.42,-7.35,80.49,76.0,83.0,9.75
523,constitucion,CL,1601993621.0,-35.33,-72.42,54.97,58.0,0.0,11.59
524,pativilca,PE,1601993621.0,-10.7,-77.78,65.66,70.0,10.0,5.75
525,yar,RU,1601993621.0,58.25,52.1,47.88,96.0,100.0,6.78
526,talmenka,RU,1601993621.0,53.82,83.57,35.6,59.0,75.0,8.95
527,disna,BY,1601993621.0,55.57,28.2,62.8,79.0,73.0,9.95
528,buzmeyin,TM,1601993621.0,38.05,58.21,69.8,32.0,90.0,6.93
529,belyy yar,RU,1601993622.0,53.6,91.39,30.2,92.0,94.0,4.47
530,ormara,PK,1601993622.0,25.21,64.64,82.33,72.0,0.0,9.44
532,dingle,PH,1601993622.0,11.0,122.67,77.67,91.0,100.0,2.42
533,san buenaventura,MX,1601993622.0,27.08,-101.53,73.0,38.0,0.0,1.99
534,chiredzi,ZW,1601993622.0,-21.05,31.67,75.51,58.0,80.0,7.27
535,college,US,1601993622.0,64.86,-147.8,33.01,86.0,75.0,1.41
536,nurota,UZ,1601993622.0,40.56,65.69,51.8,34.0,0.0,13.87
537,kokkola,FI,1601993622.0,63.84,23.13,57.2,82.0,90.0,11.41
538,el vigia,VE,1601993622.0,8.62,-71.65,82.8,64.0,100.0,3.51
539,mudkhed,IN,1601993344.0,19.17,77.52,74.64,69.0,77.0,7.11
540,vallenar,CL,1601993623.0,-28.57,-70.76,76.41,25.0,8.0,5.73
541,nyurba,RU,1601993623.0,63.28,118.33,34.47,85.0,0.0,5.3
542,luangwa,ZM,1601993623.0,-15.62,30.42,93.49,29.0,0.0,9.93
544,mantua,IT,1601993623.0,45.17,10.78,69.01,62.0,100.0,4.0
545,jaguarao,BR,1601993623.0,-32.57,-53.38,59.99,72.0,91.0,6.96
546,rupert,US,1601993623.0,42.62,-113.68,39.2,69.0,1.0,4.7
547,moses lake,US,1601993623.0,47.13,-119.28,50.0,71.0,1.0,4.7
548,manta,EC,1601993409.0,-0.95,-80.73,75.2,73.0,90.0,7.18
549,charlestown,AU,1601993624.0,-32.95,151.67,64.0,96.0,100.0,6.93
550,xuddur,SO,1601993624.0,4.12,43.89,77.76,65.0,84.0,19.39
551,sergeyevka,KZ,1601993624.0,53.88,67.42,42.44,66.0,100.0,11.14
552,acajutla,SV,1601993624.0,13.59,-89.83,69.8,83.0,1.0,3.78
553,menongue,AO,1601993548.0,-14.66,17.69,95.99,13.0,90.0,5.82
554,uthal,PK,1601993624.0,25.81,66.62,83.93,60.0,0.0,10.38
555,tura,IN,1601993624.0,25.52,90.22,74.57,94.0,25.0,3.76
556,ostrovnoy,RU,1601993624.0,68.05,39.51,44.1,82.0,97.0,16.98
557,sisimiut,GL,1601993625.0,66.94,-53.67,25.47,91.0,29.0,9.84
558,nome,US,1601993625.0,64.5,-165.41,28.99,74.0,1.0,4.7
559,batagay,RU,1601993529.0,67.63,134.63,34.86,85.0,89.0,6.69
560,banda aceh,ID,1601993496.0,5.56,95.32,80.26,78.0,100.0,15.9
561,khasan,RU,1601993625.0,42.43,130.64,50.07,61.0,0.0,7.85
562,saint anthony,US,1601993625.0,45.02,-93.22,53.6,58.0,1.0,5.82
563,beringovskiy,RU,1601993625.0,63.05,179.32,40.95,90.0,100.0,19.37
565,waipawa,NZ,1601993625.0,-41.41,175.52,59.0,87.0,100.0,17.22
566,jalu,LY,1601993626.0,29.03,21.55,100.33,10.0,0.0,10.74
567,jibuti,DJ,1601993580.0,11.5,42.5,95.0,41.0,1.0,8.05
568,ferme-neuve,CA,1601993626.0,46.7,-75.45,50.02,80.0,86.0,13.11
569,biu,NG,1601993626.0,10.61,12.19,82.06,66.0,73.0,4.68
570,eureka,US,1601993571.0,40.8,-124.16,50.0,93.0,90.0,2.3
571,markala,ML,1601993347.0,13.7,-6.07,100.72,26.0,15.0,11.59
572,krasnoselkup,RU,1601993626.0,65.7,82.47,30.2,99.0,100.0,11.59
573,kambove,CD,1601993626.0,-10.88,26.6,91.94,15.0,2.0,4.68
574,rabak,SD,1601993626.0,13.18,32.74,96.73,31.0,96.0,5.21
575,grand gaube,MU,1601993627.0,-20.01,57.66,75.99,75.0,1.0,3.0
576,lotofaga,WS,1601993627.0,-13.98,-171.86,75.2,94.0,75.0,21.63
577,pahrump,US,1601993627.0,36.21,-115.98,57.0,21.0,19.0,1.45
578,preobrazheniye,RU,1601993627.0,42.9,133.91,47.28,74.0,0.0,8.88
579,seminole,US,1601993346.0,28.71,-81.21,84.99,88.0,1.0,3.36
580,megion,RU,1601993627.0,61.03,76.11,32.0,97.0,0.0,8.95
581,kunya,NG,1601993627.0,12.22,8.53,91.4,59.0,78.0,6.93
582,belozerskoye,RU,1601993465.0,55.82,65.58,42.15,85.0,100.0,12.84
583,balkanabat,TM,1601993627.0,39.51,54.37,63.9,29.0,97.0,15.61
584,sunel,IN,1601993627.0,24.37,75.97,80.58,26.0,42.0,2.93
587,guerrero,MX,1601993628.0,17.67,-100.0,65.7,58.0,0.0,1.14
588,mbanza-ngungu,CD,1601993628.0,-5.25,14.87,89.15,43.0,100.0,4.7
589,conde,BR,1601993628.0,-7.26,-34.91,86.0,58.0,75.0,12.75
590,oussouye,SN,1601993628.0,12.48,-16.55,87.8,70.0,75.0,4.7
591,kaspiysk,RU,1601993628.0,42.88,47.64,68.0,72.0,20.0,20.13
592,victor harbor,AU,1601993629.0,-35.57,138.62,53.01,74.0,1.0,10.63
593,moranbah,AU,1601993629.0,-22.0,148.05,63.27,90.0,32.0,10.18
594,sierra vista,US,1601993629.0,31.55,-110.3,68.0,12.0,1.0,8.05
596,shimoda,JP,1601993629.0,34.67,138.95,62.01,78.0,6.0,12.37
597,tuscaloosa,US,1601993444.0,33.21,-87.57,62.01,93.0,1.0,5.82
598,taybad,IR,1601993345.0,34.74,60.78,61.7,31.0,0.0,18.88
